AC,priority,label-val,between_connectivity,cluster
Q95JB4,False,10,0,3.0
Q70KY3,False,2,0,1.0
P23442,False,48,0,1.0
P67970,False,22,0,4.0
P69045,False,22,0,4.0
A0A125S9F6,False,49,0,4.0
Q9GU58,False,33,0,4.0
A7LI90,False,46,0,4.0
P0C639,False,40,0,2.0
A0A193H362,False,22,0,3.0
P28311,False,3,0,2.0
P21850,False,22,0,3.0
Q7JGL9,False,27,0,2.0
P57719,False,34,0,2.0
P10552,False,47,0,1.0
P48798,False,17,0,2.0
Q03655,False,10,0,0.0
Q9Y7Y7,False,3,0,0.0
P35846,False,3,0,2.0
P14207,False,11,0,2.0
Q05685,False,28,0,2.0
P10683,False,48,0,2.0
P22466,False,0,0,2.0
O02686,False,14,0,3.0
P01352,False,14,0,3.0
P01350,False,44,0,3.0
P0AD68,False,29,0,4.0
P05110,False,45,0,1.0
Q5NVR8,False,33,0,4.0
Q9SSG3,False,7,0,4.0
Q8IV16,False,10,0,0.0
P0DQL4,False,25,0,0.0
P0DQM0,False,10,0,0.0
Q99075,False,6,0,0.0
Q2UXR1,False,22,0,3.0
Q65DC4,False,10,0,4.0
P86475,False,10,0,4.0
P86720,False,17,0,0.0
B5MFD0,False,25,0,2.0
E0WX65,False,25,0,2.0
Q9KWM4,False,25,0,2.0
Q2QBT0,False,4,0,1.0
P13068,False,4,0,1.0
P54684,False,13,0,4.0
P04929,False,3,0,2.0
C7DQX7,False,15,0,3.0
A0A125S9E1,False,2,0,3.0
O49645,False,10,0,4.0
Q9Z2Q3,False,2,0,1.0
C7DQB9,False,44,0,3.0
Q93ZH0,False,28,0,4.0
A5IS17,False,17,0,4.0
Q61703,False,25,0,0.0
P56283,False,14,0,0.0
Q5DW47,False,0,0,0.0
P08796,False,3,0,2.0
P84845,False,22,0,2.0
O60494,False,10,0,4.0
P0DKQ7,False,37,0,4.0
F1RWC3,False,29,0,4.0
Q5NRP9,False,22,0,0.0
P17322,False,22,0,0.0
P13206,False,22,0,0.0
P22387,False,22,0,0.0
P09558,False,22,0,0.0
P29560,False,22,0,0.0
P22388,False,22,0,0.0
Q9BG76,False,22,0,0.0
Q5NRP8,False,33,0,0.0
Q867A9,False,33,0,0.0
P12064,False,33,0,0.0
Q5NRQ0,False,33,0,0.0
Q867D0,False,33,0,0.0
P20800,False,33,0,0.0
P22389,False,33,0,0.0
Q8MJW9,False,33,0,0.0
Q765Z5,False,33,0,0.0
P23943,False,33,0,0.0
Q1JS87,False,22,0,3.0
D2Y3T1,False,44,0,2.0
D2Y174,False,4,0,2.0
P14608,False,4,0,0.0
B2DCR8,False,12,0,1.0
D6C4M2,False,4,0,2.0
D3JYA6,False,26,0,0.0
D2Y3T3,False,4,0,2.0
Q58L94,False,16,0,1.0
Q58L93,False,16,0,1.0
Q8H6Q1,False,20,0,2.0
P50716,False,27,0,2.0
Q9H1M4,False,24,0,4.0
P10674,False,25,0,4.0
I1T3C7,False,19,0,4.0
A0A059J5P2,False,19,0,4.0
P08174,False,28,0,2.0
A9XFZ7,False,20,0,4.0
Q75DG6,False,2,0,0.0
O16137,False,18,0,4.0
P50707,False,3,0,2.0
Q62713,False,17,0,2.0
O12956,False,33,0,1.0
Q12039,False,27,0,1.0
Q28207,False,43,0,1.0
Q12891,False,10,0,1.0
Q8VYI9,False,17,0,1.0
Q6GA84,False,17,0,4.0
Q5RB37,False,10,0,0.0
Q7A151,False,17,0,4.0
Q64339,False,10,0,3.0
P59262,False,19,0,3.0
Q9ULZ9,False,28,0,4.0
I0B6F3,False,23,0,4.0
Q9BPE6,False,40,0,2.0
Q6PN82,False,22,0,2.0
P0DTJ5,False,44,0,2.0
Q64263,False,20,0,2.0
A0A084G2W8,False,23,0,4.0
P61261,False,27,0,2.0
P01558,False,34,0,3.0
A7Z6W8,False,17,0,0.0
Q5BKW7,False,7,0,0.0
Q6UWR7,False,23,0,0.0
O17058,False,48,0,3.0
Q75N90,False,10,0,0.0
Q9PUR0,False,22,0,1.0
P51654,False,11,0,3.0
P22890,False,45,0,1.0
A0A0B5A7N5,False,22,0,4.0
A0A0B5A8P8,False,4,0,4.0
A0A3S9V8K6,False,9,0,4.0
P01315,False,22,0,4.0
A0A3S9V8L9,False,40,0,4.0
Q8HXV2,False,22,0,4.0
Q62587,False,22,0,4.0
P01326,False,22,0,4.0
P01311,False,22,0,4.0
P21563,False,46,0,4.0
P12707,False,22,0,4.0
A0A0B5A8P4,False,9,0,4.0
A0A0B5AC86,False,9,0,4.0
A0A0B5ABD5,False,40,0,4.0
Q9W7R2,False,22,0,4.0
Q00518,False,17,0,3.0
P45762,False,17,0,3.0
O97937,False,33,0,4.0
P51461,False,33,0,4.0
Q04997,False,3,0,1.0
D2Y2H7,False,4,0,3.0
D2Y2H5,False,27,0,3.0
D2Y2A7,False,10,0,3.0
D2Y2A0,False,27,0,3.0
P17490,False,3,0,1.0
D2Y2B1,False,27,0,3.0
D2Y2J6,False,4,0,1.0
D2Y231,False,4,0,1.0
D2Y2J2,False,4,0,1.0
D2Y2G7,False,4,0,3.0
D2Y2C6,False,4,0,3.0
P31736,False,37,0,4.0
P45773,False,34,0,3.0
Q9LEH8,False,6,0,1.0
Q9M4E3,False,29,0,1.0
P0DQM1,False,25,0,4.0
P10859,False,16,0,3.0
P0DUH1,False,40,0,3.0
P0CO54,False,29,0,0.0
Q6BT31,False,29,0,0.0
Q01284,False,18,0,3.0
O77150,False,47,0,3.0
Q43646,False,29,0,2.0
B9W4V6,False,25,0,4.0
P69328,False,26,0,0.0
P36914,False,26,0,0.0
P0DN29,False,10,0,0.0
P14804,False,10,0,0.0
P07835,False,34,0,3.0
P09031,False,25,0,3.0
Q9UNI1,False,3,0,0.0
P06685,False,44,0,1.0
Q8VDN2,False,44,0,1.0
P30714,False,44,0,1.0
Q10998,False,33,0,1.0
Q2I2P4,False,22,0,4.0
Q03198,False,28,0,0.0
Q03199,False,28,0,0.0
A8Z1R1,False,17,0,4.0
Q40987,False,34,0,1.0
Q24372,False,25,0,4.0
Q1ELU2,False,46,0,1.0
Q02786,False,3,0,2.0
Q64253,False,6,0,2.0
A0A0A1I6E7,False,44,0,4.0
Q9DD23,False,3,0,2.0
Q8HWE5,False,17,0,2.0
P80090,False,22,0,4.0
A0A023IWM4,False,42,0,2.0
P0CX81,False,17,0,1.0
O96009,False,23,0,1.0
Q1HA20,False,49,0,4.0
P81872,False,44,0,0.0
Q5VJS9,False,3,0,4.0
Q6ASY2,False,23,0,1.0
P56974,False,42,0,4.0
Q8CFV4,False,10,0,3.0
A1DHY9,False,11,0,3.0
Q9CQC2,False,19,0,1.0
P69764,False,4,0,2.0
P81605,False,4,0,0.0
P0C2E5,False,37,0,4.0
Q9LTW9,False,3,0,4.0
A1DJ47,False,11,0,0.0
P17685,False,22,0,4.0
P52797,False,10,0,0.0
Q624D2,False,7,0,4.0
P23776,False,26,0,2.0
Q58301,False,18,0,2.0
Q9SU13,False,25,0,4.0
Q9LZX4,False,11,0,4.0
Q9V2X1,False,18,0,2.0
P36170,False,10,0,1.0
P20003,False,17,0,2.0
P15655,False,17,0,2.0
P02765,False,2,0,0.0
P82358,False,19,0,2.0
P35053,False,28,0,1.0
H7C8I3,False,28,0,2.0
Q9GQV7,False,44,0,0.0
Q9MYY0,False,24,0,1.0
P0C258,False,22,0,3.0
Q9C7F7,False,14,0,1.0
A6QG32,False,17,0,4.0
O02668,False,10,0,0.0
Q1ELU4,False,46,0,0.0
Q1ELU3,False,46,0,1.0
O02036,False,48,0,4.0
A2VE33,False,3,0,2.0
B3EWF5,False,3,0,3.0
F7UI88,False,22,0,3.0
P40849,False,11,0,0.0
A0A1S6EK92,False,28,0,4.0
P0CB09,False,22,0,4.0
A0A2L2P6T9,False,4,0,4.0
Q5K0D7,False,4,0,4.0
Q75S51,False,25,0,2.0
Q9N0Z6,False,44,0,1.0
Q09840,False,3,0,2.0
Q76LX8,False,18,0,4.0
P40842,False,22,0,3.0
G0W2I0,False,15,0,4.0
Q9MZV7,False,18,0,0.0
O77256,False,14,0,2.0
P21529,False,14,0,1.0
Q75UG5,False,48,0,4.0
P38580,False,17,0,1.0
P0CAQ6,False,40,0,2.0
C0HKS6,False,33,0,1.0
Q6YHK3,False,25,0,4.0
Q873Y0,False,10,0,4.0
P26780,False,17,0,2.0
P0DM16,False,10,0,2.0
D2Y228,False,4,0,1.0
D2Y229,False,4,0,1.0
D2Y230,False,4,0,1.0
D2Y2D5,False,4,0,1.0
D2Y2K6,False,4,0,1.0
Q08907,False,10,0,4.0
P42565,False,49,0,0.0
C0HKT6,False,49,0,4.0
B6E465,False,9,0,0.0
Q19165,False,49,0,4.0
P08021,False,9,0,1.0
P27802,False,18,0,2.0
P59914,False,28,0,3.0
P11828,False,7,0,0.0
P09831,False,42,0,4.0
Q91189,False,33,0,1.0
D2Y2N1,False,4,0,3.0
D2Y244,False,4,0,3.0
D2Y239,False,4,0,3.0
D2Y1Z6,False,9,0,3.0
D2Y241,False,4,0,3.0
D2Y247,False,4,0,3.0
D2Y2F1,False,4,0,3.0
D2Y242,False,4,0,3.0
D2Y1Z4,False,48,0,3.0
D2Y243,False,4,0,3.0
D2Y2I3,False,48,0,3.0
B1B213,False,27,0,0.0
A0A0B5ABE6,False,22,0,4.0
A0A0B5ADU4,False,40,0,4.0
Q91XI3,False,22,0,4.0
B1P1D7,False,4,0,3.0
P16404,False,17,0,1.0
Q22328,False,22,0,1.0
P34034,False,17,0,1.0
P49291,False,25,0,4.0
P35518,False,37,0,4.0
P01191,False,22,0,0.0
P52803,False,11,0,0.0
Q7XR91,False,11,0,4.0
Q27023,False,23,0,4.0
Q8MJ80,False,33,0,4.0
P81172,False,29,0,4.0
Q94F08,False,3,0,4.0
Q9QUP5,False,16,0,3.0
P0DL58,False,28,0,3.0
Q90WX8,False,10,0,1.0
C7DQC2,False,19,0,3.0
Q06033,False,23,0,0.0
Q61702,False,10,0,0.0
P13190,False,22,0,4.0
P01321,False,22,0,4.0
P12706,False,22,0,4.0
Q8LW54,False,19,0,3.0
A0A1S6EK91,False,28,0,4.0
B1P1D8,False,27,0,3.0
B1P1B3,False,4,0,3.0
P0C2X7,False,9,0,3.0
B1P1F1,False,4,0,3.0
B1P1H9,False,27,0,3.0
P0DP58,False,20,0,2.0
O15823,False,19,0,0.0
P08493,False,17,0,3.0
C5J888,False,24,0,4.0
L0GCI6,False,19,0,4.0
E7EKD6,False,4,0,3.0
P13725,False,33,0,1.0
P11834,False,11,0,1.0
P69762,False,22,0,4.0
Q5K0D0,False,46,0,4.0
Q9BPC7,False,43,0,2.0
Q3YEE2,False,4,0,4.0
Q9BPA6,False,4,0,2.0
P0C833,False,33,0,4.0
Q5K0D2,False,22,0,4.0
G1AS80,False,43,0,2.0
Q9BP70,False,33,0,2.0
Q3YEG4,False,14,0,4.0
P0CY65,False,14,0,4.0
B2KJ30,False,10,0,4.0
F4JJL3,False,26,0,0.0
Q9ZQ23,False,3,0,4.0
Q9V2W8,False,18,0,2.0
O32389,False,29,0,3.0
Q5NVQ3,False,17,0,2.0
P98133,False,10,0,0.0
Q5RE54,False,3,0,1.0
D2Y2C5,False,4,0,3.0
D2Y2K1,False,4,0,1.0
D2Y2M8,False,4,0,3.0
D2Y250,False,4,0,3.0
D2Y2G3,False,4,0,3.0
D2Y2N2,False,4,0,3.0
D2Y2D2,False,48,0,3.0
D2Y238,False,4,0,3.0
D2Y2M6,False,4,0,3.0
D2Y1Y8,False,48,0,3.0
D2Y1Z1,False,48,0,3.0
B1P1B1,False,4,0,3.0
B1P1H4,False,22,0,3.0
Q81LR5,False,17,0,0.0
P42665,False,20,0,2.0
P09841,False,20,0,2.0
P0DQM3,False,25,0,4.0
P0DQL6,False,25,0,0.0
P07354,False,16,0,3.0
P03994,False,16,0,3.0
Q9FY78,False,3,0,1.0
P0C254,False,22,0,3.0
Q9LZH5,False,10,0,1.0
P11018,False,17,0,2.0
Q5HGV3,False,17,0,4.0
P09805,False,2,0,1.0
A0JNL5,False,3,0,2.0
P34068,False,11,0,0.0
P9WK08,False,34,0,2.0
Q0VBW8,False,44,0,4.0
Q718F4,False,44,0,4.0
R4JNJ5,False,47,0,4.0
R4JJN6,False,44,0,4.0
G8YYA6,False,44,0,4.0
P0DME2,False,10,0,4.0
P0DMF9,False,19,0,4.0
A0A0A1I6N9,False,44,0,4.0
L0GCJ6,False,24,0,0.0
F1T156,False,22,0,3.0
Q5G8B4,False,44,0,4.0
Q9P121,False,11,0,1.0
Q9WVA9,False,48,0,0.0
Q253E5,False,10,0,0.0
P23515,False,3,0,2.0
P0CZ18,False,29,0,0.0
C5FRQ0,False,10,0,2.0
Q9NL82,False,13,0,4.0
Q5IS61,False,11,0,1.0
Q9U655,False,22,0,4.0
G1AS75,False,33,0,2.0
P0C834,False,2,0,2.0
Q9BHB7,False,4,0,2.0
Q9BP67,False,33,0,2.0
Q9BP66,False,33,0,2.0
P56711,False,33,0,2.0
Q5RDR3,False,44,0,1.0
Q8J0P4,False,10,0,4.0
P01361,False,48,0,4.0
Q12628,False,26,0,2.0
E1ZZF9,False,49,0,0.0
P0C940,False,28,0,3.0
P07480,False,48,0,2.0
P0AD69,False,29,0,4.0
Q99JB6,False,22,0,0.0
P0DQJ4,False,5,0,3.0
P04776,False,7,0,0.0
Q9FFY3,False,27,0,1.0
Q67UE8,False,23,0,4.0
Q9D7Z7,False,3,0,0.0
Q9D7S0,False,23,0,2.0
P28717,False,25,0,0.0
C5J886,False,35,0,4.0
Q9TWM7,False,4,0,4.0
A8W7P0,False,42,0,2.0
Q9PUG8,False,25,0,2.0
P84350,False,25,0,0.0
Q9PUG7,False,25,0,2.0
P04640,False,25,0,0.0
P40148,False,18,0,0.0
P40147,False,10,0,0.0
Q6DJ00,False,10,0,0.0
P08872,False,25,0,2.0
Q99319,False,11,0,3.0
P08569,False,3,0,1.0
Q8WS88,False,15,0,2.0
P56488,False,3,0,4.0
P08469,False,10,0,3.0
P55086,False,37,0,4.0
Q63645,False,37,0,4.0
P48645,False,49,0,0.0
A0A0B4JDK1,False,35,0,3.0
Q9VV28,False,40,0,3.0
Q9BPA0,False,14,0,4.0
P69749,False,14,0,4.0
P28675,False,26,0,1.0
Q28888,False,25,0,1.0
O77248,False,30,0,4.0
B6IB31,False,30,0,3.0
A0A3G5BIB1,False,6,0,4.0
P09572,False,44,0,1.0
Q6PIE5,False,44,0,1.0
P06686,False,44,0,1.0
Q61330,False,3,0,2.0
P22063,False,6,0,2.0
P0DMX8,False,15,0,4.0
P0CAZ4,False,3,0,1.0
Q9BPG7,False,14,0,2.0
P0CAZ5,False,3,0,1.0
P84213,False,47,0,1.0
A1DBP9,False,6,0,0.0
Q8NJP6,False,6,0,0.0
E1AXF5,False,22,0,3.0
Q3YEH6,False,22,0,2.0
E7EKH7,False,22,0,3.0
Q6PN86,False,22,0,2.0
Q9BP51,False,14,0,2.0
D6C4H8,False,4,0,2.0
Q9U6Z9,False,22,0,2.0
Q9U6Z5,False,47,0,2.0
Q6PN81,False,22,0,2.0
P0C636,False,9,0,2.0
P0C667,False,43,0,2.0
Q1A3Q9,False,25,0,2.0
Q9BPG3,False,4,0,2.0
P0DSI4,False,19,0,3.0
P0DSI5,False,23,0,3.0
P43497,False,11,0,3.0
A0A144LUY5,False,44,0,0.0
Q9BPH1,False,14,0,2.0
B3EWH5,False,40,0,4.0
P08819,False,11,0,4.0
O02002,False,40,0,0.0
P0C847,False,46,0,2.0
Q5E9C1,False,18,0,0.0
P14091,False,41,0,1.0
P70269,False,10,0,1.0
P49662,False,18,0,0.0
P51878,False,27,0,0.0
P55210,False,18,0,0.0
Q0II73,False,3,0,4.0
Q9Y646,False,10,0,1.0
P43232,False,19,0,1.0
C4YNQ5,False,25,0,1.0
P15471,False,44,0,2.0
Q5RJH3,False,40,0,1.0
P0DQM5,False,28,0,4.0
P38579,False,18,0,1.0
Q9T045,False,3,0,0.0
P60252,False,15,0,3.0
A1X8B8,False,33,0,2.0
C0HKF6,False,49,0,2.0
Q8R422,False,25,0,4.0
Q63691,False,11,0,3.0
A6ZL22,False,10,0,1.0
Q0TKK4,False,18,0,3.0
O88507,False,3,0,1.0
Q9NIP6,False,48,0,4.0
P0DM27,False,14,0,1.0
P53301,False,11,0,4.0
P05140,False,15,0,2.0
P97278,False,10,0,0.0
A0A0B5AC98,False,22,0,4.0
P86400,False,25,0,3.0
P02870,False,7,0,1.0
P0A313,False,37,0,4.0
Q969E1,False,10,0,3.0
Q29451,False,37,0,4.0
B3H587,False,28,0,1.0
Q62625,False,29,0,0.0
O41515,False,29,0,0.0
A1X8C3,False,4,0,2.0
P0DPL8,False,40,0,2.0
O88875,False,3,0,3.0
P26740,False,22,0,4.0
P15410,False,22,0,4.0
Q28680,False,28,0,3.0
P06731,False,6,0,0.0
Q9PU29,False,44,0,3.0
P09240,False,49,0,3.0
Q5H7N5,False,46,0,0.0
C3VVN6,False,10,0,2.0
M5BGY5,False,20,0,2.0
M5BHN0,False,20,0,2.0
P17533,False,12,0,2.0
P50715,False,27,0,2.0
P09870,False,46,0,0.0
P97528,False,7,0,2.0
Q3SB04,False,10,0,0.0
D4ALQ5,False,3,0,4.0
O43921,False,11,0,0.0
B0XTU6,False,11,0,3.0
P52801,False,11,0,0.0
B8N7S7,False,10,0,3.0
P52802,False,11,0,0.0
Q58L90,False,4,0,0.0
Q804X6,False,4,0,1.0
Q6SA95,False,16,0,1.0
Q730L4,False,17,0,0.0
B7IYH4,False,17,0,0.0
P22322,False,17,0,0.0
Q97JJ9,False,17,0,0.0
Q0TNR9,False,17,0,0.0
P22321,False,17,0,0.0
Q7YX32,False,49,0,4.0
Q9SIL7,False,10,0,4.0
O29208,False,34,0,3.0
O61466,False,22,0,1.0
Q9UYL3,False,18,0,2.0
P95316,False,17,0,2.0
P27805,False,18,0,2.0
P21149,False,40,0,0.0
B2RH54,False,28,0,3.0
Q5AL03,False,11,0,4.0
B0ZE70,False,25,0,3.0
B3LVG7,False,33,0,1.0
X5IY26,False,22,0,4.0
D2DGD7,False,43,0,4.0
P19823,False,10,0,0.0
P19827,False,24,0,0.0
Q1ELU0,False,46,0,1.0
P36501,False,25,0,2.0
Q54957,False,25,0,2.0
Q7EB72,False,7,0,1.0
O49644,False,28,0,4.0
Q95235,False,20,0,0.0
Q8N2G4,False,7,0,1.0
P81363,False,23,0,3.0
Q61847,False,41,0,0.0
Q769J6,False,37,0,4.0
P0DMY0,False,15,0,4.0
P0DMY4,False,15,0,4.0
D4D8U6,False,3,0,3.0
Q9BPD6,False,22,0,2.0
P0CAZ9,False,3,0,1.0
Q3YEH0,False,43,0,2.0
E7EKH3,False,22,0,3.0
Q9BHA6,False,14,0,2.0
Q9BH81,False,48,0,2.0
D2Y172,False,40,0,2.0
Q9U6Z8,False,14,0,2.0
Q6PN80,False,25,0,2.0
Q6PTD0,False,33,0,2.0
Q6PN84,False,22,0,2.0
Q9BPE2,False,48,0,2.0
P0C637,False,40,0,2.0
P0DJC5,False,49,0,2.0
Q9BPE5,False,46,0,2.0
Q9BPG2,False,45,0,2.0
Q9BPG1,False,45,0,2.0
Q9BH79,False,24,0,2.0
P0C668,False,49,0,2.0
B0L0Y6,False,24,0,4.0
P19667,False,10,0,3.0
Q6F495,False,11,0,3.0
W8GNV3,False,19,0,3.0
A0A088SG62,False,19,0,3.0
P85253,False,3,0,1.0
P85254,False,3,0,1.0
P0CU61,False,42,0,2.0
P85255,False,3,0,1.0
P85256,False,3,0,1.0
P85257,False,3,0,1.0
P0CAZ2,False,3,0,1.0
P85258,False,3,0,1.0
P85259,False,3,0,1.0
P0CAZ3,False,3,0,1.0
C0HJV6,False,23,0,1.0
P36190,False,22,0,3.0
O17512,False,22,0,3.0
Q17313,False,22,0,3.0
O17513,False,22,0,3.0
P0CE24,False,10,0,2.0
C4PWC4,False,2,0,2.0
C4PWC3,False,10,0,2.0
P0CE34,False,10,0,2.0
P0CE25,False,10,0,2.0
P0CE31,False,2,0,2.0
P0CE28,False,2,0,2.0
P0CE35,False,10,0,2.0
P0CE32,False,10,0,2.0
P0CE26,False,10,0,2.0
P0CE33,False,10,0,2.0
P28319,False,11,0,0.0
P0CE29,False,10,0,2.0
P0CE27,False,10,0,2.0
I0B6F5,False,2,0,4.0
P11515,False,14,0,1.0
Q9C169,False,26,0,0.0
P52711,False,3,0,4.0
P37891,False,14,0,1.0
Q5RFD6,False,3,0,3.0
P0CY28,False,25,0,1.0
P31944,False,2,0,0.0
Q9I9L7,False,2,0,0.0
P10602,False,18,0,1.0
P43231,False,19,0,1.0
Q9R1T3,False,35,0,0.0
P70408,False,40,0,1.0
P79995,False,27,0,1.0
P33150,False,7,0,4.0
Q9Y6N8,False,40,0,1.0
P55290,False,10,0,4.0
Q91838,False,25,0,1.0
P26742,False,22,0,4.0
P54197,False,10,0,4.0
P14661,False,4,0,0.0
Q5H7N4,False,4,0,0.0
P05422,False,22,0,3.0
P0A6G9,False,18,0,3.0
Q63198,False,3,0,2.0
P68500,False,28,0,2.0
P97527,False,28,0,2.0
Q9UQ52,False,7,0,2.0
P0DKM1,False,22,0,3.0
Q5I4E5,False,22,0,3.0
P69499,False,22,0,3.0
Q9TY84,False,17,0,1.0
Q1ELU8,False,46,0,1.0
Q09175,False,22,0,1.0
P24022,False,17,0,1.0
Q9CWP4,False,10,0,2.0
Q03515,False,3,0,4.0
Q9VJ33,False,10,0,3.0
P28039,False,6,0,0.0
P37212,False,17,0,4.0
Q9BP53,False,22,0,2.0
P0CAZ6,False,3,0,1.0
A0A3G3C7S2,False,14,0,2.0
D6C4H5,False,9,0,2.0
P0C906,False,13,0,2.0
Q3YEG9,False,14,0,2.0
P04815,False,23,0,4.0
Q8TGE1,False,25,0,4.0
Q9BH21,False,40,0,2.0
P0C1T6,False,2,0,2.0
P0C848,False,46,0,2.0
P0C846,False,46,0,2.0
P37890,False,18,0,4.0
P81564,False,7,0,1.0
P0DJ06,False,30,0,1.0
P0CY29,False,25,0,1.0
G5EGP8,False,10,0,0.0
Q9UBR2,False,10,0,0.0
P0C8V0,False,22,0,2.0
P26739,False,43,0,4.0
P48283,False,3,0,0.0
Q9CQ52,False,10,0,0.0
Q3SB07,False,10,0,0.0
A7WNV5,False,22,0,3.0
P84808,False,10,0,0.0
P07467,False,10,0,2.0
P36091,False,10,0,0.0
P60022,False,27,0,2.0
P01376,False,10,0,2.0
A0A193H397,False,22,0,3.0
P52794,False,3,0,0.0
P42835,False,10,0,2.0
P20394,False,22,0,0.0
Q16994,False,29,0,3.0
B5LUQ4,False,22,0,3.0
B5LUQ3,False,48,0,3.0
P69498,False,22,0,3.0
Q7A654,False,17,0,4.0
Q8VXF2,False,7,0,1.0
A6NCE7,False,29,0,0.0
P50704,False,4,0,2.0
B2MW54,False,38,0,4.0
P15555,False,28,0,4.0
Q0C7P6,False,10,0,0.0
D2Y206,False,4,0,1.0
Q58L91,False,4,0,0.0
P0DUS1,False,14,0,2.0
O14944,False,25,0,3.0
P19540,False,4,0,1.0
Q634M0,False,17,0,0.0
A8FFD9,False,17,0,0.0
A8WTF8,False,49,0,4.0
Q9N4V0,False,14,0,1.0
Q9YAN8,False,16,0,3.0
O44185,False,9,0,1.0
Q9SNC3,False,7,0,4.0
O49586,False,7,0,4.0
Q8ISH7,False,22,0,1.0
O32388,False,19,0,2.0
P46156,False,23,0,2.0
P55259,False,11,0,4.0
P19218,False,11,0,4.0
P23505,False,10,0,4.0
P31706,False,18,0,3.0
P31760,False,17,0,3.0
Q04469,False,25,0,1.0
Q5CZK3,False,4,0,4.0
D2Y2R4,False,4,0,3.0
D2Y2H3,False,27,0,3.0
A0A024SH76,False,23,0,2.0
D2Y218,False,4,0,1.0
D2Y220,False,4,0,1.0
D2Y227,False,4,0,1.0
D2Y249,False,4,0,3.0
D2Y2N4,False,4,0,3.0
D2Y2G6,False,4,0,3.0
K7ZGS2,False,22,0,3.0
D2Y1Z9,False,48,0,3.0
E1B245,False,22,0,3.0
P0DJ36,False,4,0,1.0
P0DJ38,False,4,0,1.0
P0DJ39,False,4,0,1.0
P0DJ40,False,4,0,1.0
P0DJ41,False,49,0,2.0
D2Y202,False,48,0,3.0
D2Y203,False,48,0,3.0
P0CI49,False,20,0,4.0
D9U2A7,False,20,0,4.0
P69939,False,20,0,4.0
B8XH40,False,20,0,4.0
A0A059UI30,False,20,0,4.0
Q9N661,False,20,0,4.0
Q0GY44,False,7,0,4.0
P69940,False,20,0,4.0
Q0GY46,False,37,0,4.0
P0CJ45,False,25,0,3.0
D9U2B1,False,25,0,3.0
P0CI42,False,30,0,3.0
C6ZH27,False,30,0,3.0
Q9NJC6,False,25,0,3.0
P86822,False,25,0,3.0
P0C8W4,False,25,0,3.0
Q0GY45,False,25,0,3.0
D2Y2P1,False,25,0,0.0
Q4U9M9,False,17,0,3.0
O22194,False,3,0,3.0
A4USB4,False,18,0,4.0
Q58D55,False,10,0,3.0
P35747,False,3,0,3.0
Q5A8T7,False,7,0,1.0
E7EKE1,False,22,0,3.0
O13368,False,7,0,1.0
Q5A312,False,3,0,1.0
A0A1D8PQ86,False,17,0,1.0
P00974,False,25,0,4.0
C0HKR2,False,48,0,4.0
Q91274,False,3,0,3.0
P61855,False,47,0,4.0
Q9JHX4,False,10,0,4.0
Q39837,False,10,0,1.0
P0CY27,False,30,0,1.0
P0DUG2,False,19,0,2.0
B6GXZ8,False,35,0,1.0
P0DMI7,False,49,0,1.0
P05805,False,17,0,0.0
Q94F57,False,23,0,3.0
Q9C5S0,False,10,0,3.0
P05222,False,44,0,0.0
Q3SWX5,False,17,0,1.0
Q90762,False,10,0,1.0
P55280,False,17,0,1.0
Q90763,False,25,0,1.0
P58519,False,29,0,2.0
P17979,False,29,0,2.0
P55956,False,6,0,1.0
D5L5Q7,False,33,0,2.0
Q0THN1,False,30,0,3.0
Q8CW15,False,30,0,3.0
Q08DA1,False,44,0,1.0
P15013,False,18,0,2.0
Q5QFG1,False,29,0,0.0
A0A144LVL3,False,44,0,0.0
P70160,False,48,0,1.0
P01263,False,48,0,1.0
Q9VCW0,False,49,0,0.0
P55867,False,18,0,0.0
Q3B7N0,False,10,0,4.0
P55287,False,19,0,1.0
X5I9Z2,False,14,0,2.0
P56973,False,9,0,2.0
P0C1X1,False,49,0,2.0
P33722,False,22,0,4.0
P26743,False,43,0,4.0
P0C075,False,29,0,0.0
P58809,False,43,0,2.0
P86093,False,14,0,3.0
P69051,False,34,0,3.0
P12963,False,16,0,0.0
E3PQQ8,False,48,0,0.0
Q5A651,False,7,0,2.0
Q9Z0M3,False,3,0,1.0
Q5DWV1,False,3,0,1.0
Q27971,False,17,0,0.0
D9IWN7,False,46,0,2.0
Q01301,False,17,0,1.0
P0C8U7,False,4,0,2.0
P0C829,False,4,0,2.0
O13547,False,10,0,0.0
P21226,False,3,0,3.0
P06298,False,22,0,0.0
P43153,False,26,0,3.0
Q1A3Q1,False,25,0,2.0
Q9BPE1,False,23,0,2.0
P19802,False,14,0,0.0
B5A9T0,False,4,0,3.0
P56386,False,27,0,2.0
P22146,False,11,0,0.0
Q3BER1,False,17,0,2.0
E2AZE8,False,49,0,0.0
Q9VLK4,False,49,0,0.0
Q9DA79,False,23,0,4.0
Q9H4A9,False,3,0,4.0
P09040,False,49,0,3.0
B2ZBA1,False,49,0,3.0
Q01133,False,29,0,3.0
Q9N2D0,False,2,0,0.0
P61149,False,17,0,2.0
Q7M303,False,17,0,2.0
P35555,False,10,0,0.0
P54826,False,7,0,0.0
P48757,False,14,0,3.0
P01354,False,14,0,3.0
P47212,False,48,0,2.0
P55885,False,14,0,3.0
P01559,False,11,0,2.0
Q47185,False,7,0,2.0
Q4WI46,False,11,0,4.0
Q60E70,False,11,0,4.0
